ns_queue,ew_queue,ns_wait,ew_wait,ns_count,ew_count,ns_speed,ew_speed,time_since_switch,delta_queue,decision
0,0,0.0,0.0,0,0,55.56,201.41999999999996,0,0,1
0,0,0.0,0.0,0,0,55.56,201.41999999999996,1,0,1
0,0,0.0,0.0,0,0,55.56,201.41999999999996,2,0,0
0,0,0.0,0.0,0,0,55.56,201.41999999999996,3,0,0
0,0,0.0,0.0,0,0,55.56,201.41999999999996,4,0,0
0,1,0.0,0.0,0,1,55.56,187.52999999999997,5,-1,1
0,0,0.0,0.0,0,1,55.56,189.85145470748654,6,0,1
0,0,0.0,0.0,0,1,55.56,192.31444426672067,7,0,0
0,0,0.0,0.0,0,1,55.56,194.04090670076664,8,0,0
0,0,0.0,0.0,0,1,55.56,195.83350997149944,9,0,1
0,0,0.0,0.0,0,1,55.56,193.1261454521799,10,0,0
0,0,0.0,0.0,0,1,55.56,190.12050510078018,11,0,0
0,0,0.0,0.0,0,1,55.56,187.7193794387572,12,0,0
1,0,0.0,0.0,1,1,41.67,187.6515396232058,13,1,0
0,1,0.0,1.0,1,1,43.335358232823204,187.5420685700518,1,-1,1
1,1,0.0,2.0,2,1,15.904864933420905,187.53763707087836,2,0,1
0,1,0.0,3.0,2,1,17.88292163309874,187.53135962664425,3,-1,1
0,1,0.0,4.0,2,1,20.35770508508198,187.52999999999997,4,-1,1
1,1,0.0,5.0,2,2,17.012536600381136,92.56977544884896,5,0,1
0,1,0.0,6.0,3,1,12.257086145973544,187.52999999999997,6,-1,1
0,2,0.0,7.0,2,3,22.229483033364307,56.52475063330494,7,-2,1
0,1,0.0,8.0,2,2,23.185958607352802,87.4977916816878,8,-1,1
0,1,0.0,9.0,2,2,24.86337363082345,88.250942099588,9,-1,1
1,1,0.0,10.0,2,3,20.614045169301214,58.230539747963974,10,0,1
0,1,0.0,11.0,2,2,21.533248280254192,90.25548106194941,11,-1,1
1,1,0.0,12.0,3,2,10.810335021675337,91.28420205868781,12,0,1
0,1,0.0,13.0,2,2,18.25332322859671,89.37823345324864,13,-1,1
1,1,0.0,14.0,3,2,12.084079833680299,87.2918788172143,14,0,1
0,3,0.0,16.0,2,4,18.064289348255844,42.731861570910965,15,-3,1
0,2,0.0,18.0,3,3,12.09971816964111,58.223255268226126,16,-2,1
0,2,0.0,20.0,3,3,11.073389353035068,58.65007827154551,17,-2,1
1,3,1.0,22.0,3,4,11.028292987214451,43.98433993073759,18,-2,1
2,2,2.0,24.0,3,4,10.514256569383356,44.03104221216388,19,0,1
1,0,3.0,0.0,3,4,9.82493063597647,41.599889487166436,20,1,0
2,0,5.0,0.0,3,4,10.046043777767096,42.606196368753444,1,2,0
2,0,7.0,0.0,3,4,10.18202644716365,44.08263450728131,1,2,0
2,0,9.0,0.0,3,4,9.649480631460131,42.67581939157314,1,2,0
2,1,11.0,0.0,3,5,9.422128757028334,33.12694128489163,1,1,0
3,0,13.0,0.0,4,5,6.967965275321307,35.42039445626775,1,3,0
3,0,16.0,0.0,4,4,7.2179509249973055,46.059330439395765,1,3,0
3,0,19.0,0.0,4,3,7.528569756445323,63.54364351784718,1,3,0
3,0,22.0,0.0,4,2,7.801170074352308,95.8314477618178,1,3,0
3,1,25.0,0.0,4,3,7.255463532139201,59.9821085047163,1,2,0
4,0,28.0,0.0,5,2,5.610443455663649,93.48173398150132,1,4,0
4,0,32.0,0.0,5,2,5.693779744392943,95.24094866078113,1,4,0
4,0,36.0,0.0,5,2,5.853682850290621,96.61577669923193,1,4,0
4,1,40.0,0.0,5,3,5.730901928714552,63.70646543698617,1,3,0
4,0,44.0,0.0,5,2,5.576035340845506,96.92582367529161,1,4,0
4,0,48.0,0.0,5,2,5.57229955075616,94.58704090911661,1,4,0
5,1,53.0,0.0,5,3,5.5582240542912,63.12534917473016,1,4,0
5,0,58.0,0.0,5,3,5.556029878083512,64.46062803299009,1,5,0
5,0,63.0,0.0,5,2,5.556010428538952,96.77956836796713,1,5,0
5,0,68.0,0.0,5,2,5.556,94.3734481912735,1,5,0
6,0,73.0,0.0,6,2,4.63,96.64029167416038,1,6,0
5,0,78.0,0.0,6,2,4.696735966348623,97.64979242472984,1,5,0
5,0,83.0,0.0,6,2,4.640487487744537,98.5313503248741,1,5,0
5,0,88.0,0.0,6,1,4.634991128844291,198.48106127191818,1,5,0
6,1,94.0,0.0,6,2,4.6331509860081965,92.89414522762186,1,5,0
6,0,100.0,0.0,6,2,4.6307042533155,93.3744020541805,1,6,0
6,0,106.0,0.0,6,1,4.630338606616269,190.95577516443558,1,6,0
6,0,112.0,0.0,6,1,4.630067834092578,192.9275767526775,1,6,0
6,0,118.0,0.0,6,1,4.630010843009657,194.75284138069952,1,6,0
6,1,124.0,0.0,6,2,4.63000551141132,96.10107462524087,1,5,0
6,0,130.0,0.0,6,2,4.6300042890572035,93.34852533326949,1,6,0
6,0,136.0,0.0,6,2,4.63,95.14538378665179,1,6,0
6,1,142.0,0.0,6,3,4.63,59.54096652034485,1,5,0
4,0,79.0,0.0,4,5,6.945,31.903418025088314,1,4,0
3,0,30.0,0.0,5,4,5.825175090554315,41.428625526461516,1,3,0
1,0,12.0,0.0,5,4,6.521315012891902,41.90019692179817,1,1,0
0,0,0.0,0.0,5,4,4.494651069031525,41.38399385661111,1,0,0
1,1,0.0,1.0,6,4,4.498535102743934,41.47086978707645,2,0,1
1,1,0.0,2.0,8,3,3.407036572096011,56.92284234091488,3,0,1
0,2,0.0,3.0,5,5,5.350864116742428,32.74976210835972,4,-2,1
1,2,0.0,5.0,7,4,3.818198830337159,42.499053861769255,5,-1,1
1,2,0.0,7.0,6,4,5.045271288884959,42.630706781661104,6,-1,1
0,2,0.0,9.0,7,3,4.938726867615974,58.84861530032862,7,-2,1
0,3,0.0,11.0,3,6,11.81335580931975,28.265207833746103,8,-3,1
1,2,0.0,13.0,5,4,7.200311195325185,44.236730268456455,9,-1,1
0,3,0.0,16.0,4,5,11.195656420827438,34.47344368787903,10,-3,1
0,3,0.0,19.0,3,5,14.348950703145318,34.6697559430599,11,-3,1
2,3,0.0,22.0,5,4,5.07304431022087,44.26513736543578,12,-1,1
0,4,0.0,25.0,5,5,5.846070085309331,35.00733925479936,13,-4,1
0,3,0.0,28.0,3,6,11.577864994172359,28.44883392306566,14,-3,1
1,3,0.0,31.0,4,5,9.009855748930713,34.985392363238645,15,-2,1
0,5,0.0,35.0,4,6,9.922779309957303,29.156928833753728,16,-5,1
0,5,0.0,39.0,2,9,22.093583873491532,18.66696695414404,17,-5,1
1,4,0.0,43.0,4,7,10.339214862466324,25.043555687607295,18,-3,1
0,5,0.0,48.0,4,7,11.416963386747698,24.985187222930083,19,-5,1
0,6,0.0,53.0,2,9,21.620251758080332,18.905185127686106,20,-6,1
1,6,0.0,59.0,2,9,22.24236169978045,19.17621998254596,21,-5,1
0,6,0.0,65.0,3,8,15.258059202649166,21.848377771254633,22,-6,1
0,7,0.0,71.0,2,10,22.370888689855985,17.020449646140197,23,-7,1
0,6,0.0,77.0,2,9,22.55572282931302,19.331877133057148,24,-6,1
0,7,0.0,84.0,2,9,24.532817708873193,19.305742989095123,25,-7,1
0,8,0.0,92.0,1,10,56.71145803882275,17.03915653373403,26,-8,1
1,9,0.0,101.0,2,9,20.13436444338644,19.294116242247142,27,-8,1
0,9,0.0,110.0,2,9,21.08430975918302,19.29368808063484,28,-9,1
1,9,0.0,119.0,3,9,10.11270592021829,19.293378061354524,29,-8,1
0,9,0.0,128.0,2,9,17.5337641266617,19.29334298724784,30,-9,1
0,7,0.0,80.0,2,9,19.60116792043904,16.577065301807263,31,-7,1
1,5,0.0,47.0,3,9,12.122786883136024,17.234751591020363,32,-4,1
0,3,0.0,28.0,3,9,12.377101422072338,17.815278061993908,33,-3,1
2,1,1.0,9.0,4,9,7.986523342953642,16.383434667360156,34,1,1
1,0,2.0,0.0,4,9,7.950974415080847,17.52365810028368,35,1,0
1,0,3.0,0.0,4,9,7.7924756266909805,18.670898322508197,1,1,0
3,2,5.0,0.0,5,9,5.987367794447634,18.19467704128431,1,1,0
3,0,8.0,0.0,5,9,5.973896782196266,19.105974892053762,1,3,0
3,0,11.0,0.0,5,7,5.873209656421067,24.33110858664666,1,3,0
3,1,14.0,0.0,5,8,5.710872042957222,21.920809198932087,1,2,0
3,0,17.0,0.0,5,6,5.631380005992204,30.2839233501942,1,3,0
4,1,21.0,0.0,5,7,5.6062783893480015,26.45043506434842,1,3,0
5,1,25.0,0.0,6,6,4.636084851264008,28.649601308054656,1,4,0
5,0,30.0,0.0,6,5,4.707186569331051,35.90786620505904,1,5,0
5,0,35.0,0.0,6,5,4.639309391128935,36.867157663220894,1,5,0
5,0,40.0,0.0,6,4,4.63543287185971,45.65024965045862,1,5,0
6,0,46.0,0.0,6,3,4.630108734418906,63.546444221883405,1,6,0
6,0,52.0,0.0,6,3,4.630047415128476,64.89154458067163,1,6,0
6,0,58.0,0.0,6,3,4.6300250860084535,65.57702305595139,1,6,0
7,0,64.0,0.0,7,2,3.9685755388932002,98.5514775777556,1,7,0
6,0,70.0,0.0,7,2,4.08195773070789,98.63417022628421,1,6,0
6,0,76.0,0.0,7,1,4.174573856212332,199.6235144514699,1,6,0
6,1,82.0,0.0,7,1,4.030424945374993,187.52999999999997,1,5,0
6,0,88.0,0.0,7,1,3.977659138302435,190.01953756655098,1,6,0
7,1,95.0,0.0,7,2,3.969831433066073,88.98777586578393,1,6,0
8,0,102.0,0.0,8,2,3.4728737618931476,90.69723518054701,1,8,0
7,1,109.0,0.0,8,3,3.493353882228618,60.379604500120045,1,6,0
8,0,117.0,0.0,8,3,3.4742298468022423,61.572633356053075,1,8,0
8,0,125.0,0.0,8,3,3.4729454171683303,60.90020678305689,1,8,0
8,0,133.0,0.0,8,3,3.4725111913603177,63.04254237284573,1,8,0
8,0,141.0,0.0,8,3,3.472504529245721,64.2626871243251,1,8,0
8,1,149.0,0.0,8,3,3.4725,60.33902850082348,1,7,0
8,0,157.0,0.0,8,3,3.4725,60.03182579989936,1,8,0
6,0,106.0,0.0,6,5,4.63,30.7030790650087,1,6,0
4,1,60.0,0.0,6,5,4.829417098216941,31.64059901766017,1,3,0
2,1,29.0,1.0,6,5,5.137553702797454,32.65944227990256,1,1,0
0,1,0.0,2.0,6,5,3.4656459003241267,32.463491340860344,1,-1,1
0,2,0.0,3.0,6,6,4.665258059648359,27.115445167706753,2,-2,1
2,1,0.0,4.0,8,5,3.1045592351461897,33.958018876428376,3,1,0
0,2,0.0,6.0,6,6,4.784630811147058,27.451360462374954,4,-2,1
0,2,0.0,8.0,6,6,5.397936242599685,27.760118823278873,5,-2,1
2,2,0.0,10.0,6,6,4.986554397333262,27.80403360265393,6,0,1
0,3,0.0,13.0,7,4,4.766007965181456,43.442846326519955,7,-3,1
0,4,0.0,16.0,5,6,6.647167434987443,28.25650329579335,8,-4,1
2,5,0.0,20.0,6,7,4.684263714067735,24.573023419319878,9,-3,1
0,4,0.0,24.0,6,6,5.722123960328932,29.345790083636956,10,-4,1
0,4,0.0,28.0,4,8,8.43105876611931,21.306377992802695,11,-4,1
2,4,0.0,32.0,5,7,6.505514266558069,25.058827177287753,12,-2,1
0,4,0.0,36.0,6,6,6.319170414386144,29.26180005179239,13,-4,1
0,4,0.0,40.0,3,8,12.549340434543884,20.747292979306465,14,-4,1
1,5,0.0,45.0,4,7,8.900442236210289,24.406839630344003,15,-4,1
1,6,0.0,51.0,6,6,5.812753793296971,28.941134615890793,16,-5,1
0,7,0.0,57.0,3,9,10.869072758832852,18.547206956422585,17,-7,1
1,6,0.0,63.0,5,7,5.885723815729028,24.901015140492973,18,-5,1
0,6,0.0,69.0,5,7,7.252549915964366,25.016275298576804,19,-6,1
0,6,0.0,75.0,2,8,19.80260874051368,21.4166917748613,20,-6,1
1,6,0.0,81.0,3,8,14.153451647770902,21.21241584169131,21,-5,1
0,7,0.0,87.0,3,9,15.247713966825202,18.962532921714025,22,-7,1
0,6,0.0,93.0,3,9,14.262878860474068,18.893042579884195,23,-6,1
0,8,0.0,100.0,3,9,14.891155386330647,19.296757763944704,24,-8,1
0,8,0.0,108.0,2,9,24.52686507854446,19.364532595773742,25,-8,1
0,8,0.0,116.0,1,10,54.79710446124567,16.977032980943584,26,-8,1
0,9,0.0,124.0,0,11,55.56,15.559886664178908,27,-9,1
0,9,0.0,133.0,1,10,53.98489163477154,17.369644253291085,28,-9,1
0,9,0.0,142.0,1,10,53.771857323997594,17.367620669504333,29,-9,1
0,10,0.0,152.0,0,10,55.56,17.364215408588855,30,-10,1
0,8,0.0,102.0,0,10,55.56,14.976873824382688,31,-8,1
1,6,0.0,67.0,1,10,41.67,15.371529896668482,32,-5,1
0,4,0.0,38.0,1,10,44.08110880898778,15.925158653972806,33,-4,1
1,2,0.0,15.0,2,10,16.2897486116481,14.5812240198082,34,-1,1
1,0,0.0,0.0,3,10,10.892386840375451,15.556966731542664,35,1,0
0,0,0.0,0.0,3,10,11.493954857928989,16.99563478565833,1,0,1
1,0,0.0,0.0,4,8,8.451046525551122,20.520185374610243,2,1,0
1,1,0.0,0.0,5,9,6.9042530814475835,19.392455239219462,1,0,1
1,0,1.0,0.0,5,9,6.855107422586391,19.031424237692203,2,1,0
2,0,2.0,0.0,6,7,5.293004760262837,25.700025481340493,1,2,0
2,0,4.0,0.0,6,6,5.136966121190766,30.33541002700529,1,2,0
4,0,7.0,0.0,7,5,4.206636936267138,37.99312650293261,1,4,0
4,0,11.0,0.0,7,4,4.136536762192888,48.87342704561783,1,4,0
5,0,16.0,0.0,7,3,3.984700753807085,65.66593343076623,1,5,0
6,0,22.0,0.0,7,1,3.975204808265413,200.88976745801432,1,6,0
7,0,29.0,0.0,7,1,3.9720204785190467,201.85994777861436,1,7,0
7,0,36.0,0.0,7,0,3.968858284854297,201.41999999999996,1,7,0
7,1,43.0,0.0,7,1,3.968617954361431,187.52999999999997,1,6,0
7,0,50.0,0.0,7,1,3.9685848844248985,189.98590109620244,1,7,0
7,1,57.0,0.0,7,2,3.968581279904199,88.8302023587795,1,6,0
7,1,64.0,0.0,7,3,3.968571428571429,59.566657123834204,1,6,0
7,0,71.0,0.0,7,3,3.968571428571429,60.751288152264124,1,7,0
8,0,78.0,0.0,8,3,3.4725,62.207578303369225,1,8,0
7,0,85.0,0.0,8,3,3.5114191162351753,62.019121505770215,1,7,0
7,1,92.0,0.0,8,4,3.497725669145308,46.699642889747125,1,6,0
8,0,100.0,0.0,8,4,3.4730619415561526,46.02427150646291,1,8,0
8,1,108.0,0.0,8,5,3.472599872824003,35.420558168265,1,7,0
8,0,116.0,0.0,8,4,3.472561399119505,45.458170012503054,1,8,0
8,0,124.0,0.0,8,3,3.4725,61.45923943147843,1,8,0
8,0,132.0,0.0,8,2,3.472503835006006,94.68340751366225,1,8,0
8,0,140.0,0.0,8,2,3.4725,96.60310737085993,1,8,0
8,0,148.0,0.0,8,2,3.4725,97.12222037614133,1,8,0
8,1,156.0,0.0,8,3,3.4725,63.011415732436795,1,7,0
6,0,114.0,0.0,6,4,4.63,41.1907296632541,1,6,0
4,0,73.0,0.0,6,4,4.839071995802136,42.2075527054115,1,4,0
2,2,32.0,1.0,6,5,5.126595290746965,34.55816469366962,1,0,0
0,1,0.0,2.0,7,4,2.8779473096579165,45.385499024003096,1,-1,1
0,1,0.0,3.0,6,5,4.53161654609245,35.085563812164686,2,-1,1
1,1,0.0,4.0,6,5,4.366369387683343,35.41943993248359,3,0,1
1,1,0.0,5.0,6,5,4.597652215611722,35.25490622930879,4,0,1
0,2,0.0,7.0,7,4,4.933464913637086,45.710641184595886,5,-2,1
1,3,0.0,9.0,5,6,5.724206466305423,27.373610940133535,6,-2,1
1,2,0.0,11.0,7,5,4.670919010676341,34.48484379864209,7,-1,1
0,4,0.0,14.0,5,6,6.798522718977475,29.07020693726876,8,-4,1
0,3,0.0,17.0,4,6,8.608866539113729,29.422972556976685,9,-3,1
1,3,0.0,20.0,5,5,6.509507979050568,36.68265515410186,10,-2,1
1,3,0.0,23.0,5,6,6.003389591596378,29.28106352150009,11,-2,1
0,4,0.0,27.0,4,6,8.308651032642228,28.442353804617266,12,-4,1
1,4,0.0,31.0,5,5,5.922476455940066,34.85283570326495,13,-3,1
0,4,0.0,35.0,5,5,6.9593997910089245,34.786641049489994,14,-4,1
0,4,0.0,39.0,3,6,13.048596694870993,28.30526466083224,15,-4,1
1,5,0.0,44.0,4,5,9.299118870749371,34.73210694132398,16,-4,1
0,5,0.0,49.0,3,6,15.47236815068017,28.52965177225646,17,-5,1
1,5,0.0,54.0,4,6,7.811546798684815,28.241234797355947,18,-4,1
1,5,0.0,59.0,5,5,6.007840474329794,34.728027614076794,19,-4,1
0,5,0.0,64.0,4,5,8.751203001915709,34.727999999999994,20,-5,1
1,5,0.0,69.0,4,6,8.60465622293842,28.288975708718255,21,-4,1
1,5,0.0,74.0,5,5,6.683069961543195,34.727999999999994,22,-4,1
0,5,0.0,79.0,4,6,8.837415215621915,28.018646325659933,23,-5,1
0,6,0.0,84.0,3,8,12.725766122121959,20.77392845040478,24,-6,1
1,5,0.0,89.0,5,6,7.112965747807175,29.092699166804085,25,-4,1
1,5,0.0,94.0,5,7,6.406259875359657,24.715679008911163,26,-4,1
0,6,0.0,99.0,3,8,11.49203835340372,21.44368444638191,27,-6,1
0,6,0.0,104.0,4,8,9.089954979574697,22.06491090953488,28,-6,1
0,5,0.0,109.0,3,8,13.100204580871328,21.974085960220293,29,-5,1
0,5,0.0,114.0,3,8,12.156826519727646,21.92923375700976,30,-5,1
0,6,0.0,73.0,2,9,15.70942209355636,16.876664746047854,31,-6,1
1,3,1.0,48.0,2,9,13.983397268548662,17.2873665262805,32,-2,1
3,2,3.0,25.0,3,9,9.269833126093774,17.948828394494367,33,1,1
2,1,5.0,4.0,3,9,9.586751823231795,16.531911814463246,34,1,0
2,0,7.0,0.0,3,9,9.938260724970503,17.675713652182104,1,2,0
3,0,9.0,0.0,4,9,7.726009684934568,18.81893057589962,1,3,0
2,0,11.0,0.0,4,7,7.656783384381068,23.96240177510713,1,2,0
2,1,13.0,0.0,4,8,7.604364243425361,22.65232720044373,1,1,0
4,1,16.0,0.0,5,8,5.9395531890915905,20.79555500447433,1,3,0
3,0,19.0,0.0,5,7,5.9215799213360505,25.612215925930343,1,3,0
4,1,23.0,0.0,5,6,5.813482972822223,29.163440713502222,1,3,0
4,0,27.0,0.0,5,5,5.736251558996413,36.387862674780386,1,4,0
5,0,32.0,0.0,5,4,5.557280808060705,44.95655711790042,1,5,0
5,0,37.0,0.0,5,4,5.556051018996603,46.353521975496946,1,5,0
6,0,42.0,0.0,6,3,4.630007490640951,63.987122522908614,1,6,0
5,0,47.0,0.0,6,3,4.656319504628378,65.15627369289605,1,5,0
6,1,53.0,0.0,6,4,4.633941663867286,45.8742526008457,1,5,0
6,0,59.0,0.0,6,3,4.630292007690234,63.31546554820985,1,6,0
6,0,65.0,0.0,6,2,4.630085986358837,95.97452330153374,1,6,0
6,0,71.0,0.0,6,1,4.630015679952945,194.01243684205224,1,6,0
6,0,77.0,0.0,6,1,4.630007133492064,195.61617379176425,1,6,0
7,0,83.0,0.0,7,1,3.968571428571429,197.07143865068906,1,7,0
6,0,89.0,0.0,7,1,4.050702491323242,199.19026949004734,1,6,0
6,0,95.0,0.0,7,1,4.121974224432461,201.66588598701168,1,6,0
7,1,101.0,0.0,8,2,3.58317110609828,93.82066521111969,1,6,0
6,0,107.0,0.0,8,1,3.5136144735098958,190.05859336531256,1,6,0
6,0,113.0,0.0,8,1,3.50061281721561,192.12850065035275,1,6,0
6,0,119.0,0.0,8,1,3.4968120985814686,194.68940334964543,1,6,0
8,0,127.0,0.0,8,1,3.476194614382935,196.66241930361832,1,8,0
8,1,135.0,0.0,8,2,3.473370335926607,92.2151511002262,1,7,0
8,0,143.0,0.0,8,2,3.4731844924221225,93.97084209843771,1,8,0
8,0,151.0,0.0,8,2,3.4725806440800877,95.46650876554585,1,8,0
8,0,159.0,0.0,8,2,3.4725390825263576,96.19826101566824,1,8,0
6,0,102.0,0.0,6,3,4.63,56.659579608224625,1,6,0
4,0,56.0,0.0,6,3,4.788177059386853,58.41210599567906,1,4,0
2,1,28.0,0.0,6,4,5.077770844975768,43.31289705911858,1,1,0
0,0,0.0,0.0,6,4,3.03147298156879,42.924995984381,1,0,1
0,0,0.0,0.0,6,4,4.214047069072234,44.160893066258794,2,0,1
1,2,0.0,1.0,9,3,3.1654680720433657,63.26928658974879,3,-1,1
1,1,0.0,2.0,6,5,4.538909418099197,35.806606628925145,4,0,1
0,2,0.0,3.0,7,5,4.506482596057547,34.214068614525694,5,-2,1
1,2,0.0,5.0,5,6,6.118684676848096,27.824842206312344,6,-1,1
1,2,0.0,7.0,6,5,4.977459307254296,35.09229053751663,7,-1,1
0,3,0.0,9.0,6,5,5.768214508437158,35.356404142100324,8,-3,1
0,3,0.0,12.0,4,7,8.762680030410014,24.118962644945118,9,-3,1
2,3,0.0,15.0,5,6,6.388414415028109,29.377810011707908,10,-1,1
0,4,0.0,18.0,6,6,5.898019151466404,29.509966300881946,11,-4,1
0,3,0.0,21.0,3,8,10.8750838071578,21.233697525670216,12,-3,1
2,4,0.0,25.0,6,6,5.0664720861179084,29.387005573691663,13,-2,1
0,4,0.0,29.0,6,6,6.341086672682102,29.239785303200346,14,-4,1
0,4,0.0,33.0,3,7,12.901129073791672,24.371556901568063,15,-4,1
1,5,0.0,38.0,4,7,8.64444454270939,24.388323891906833,16,-4,1
0,5,0.0,43.0,5,6,7.925254603195936,28.95027880719321,17,-5,1
0,7,0.0,49.0,3,9,15.444035204150438,18.348332189771902,18,-7,1
1,6,0.0,55.0,4,7,10.164063817762653,24.86468002512358,19,-5,1
0,6,0.0,61.0,4,7,11.347051950399784,24.926426974541137,20,-6,1
0,6,0.0,67.0,2,8,22.90993216263731,21.287604033645323,21,-6,1
1,6,0.0,73.0,3,7,14.445498265580587,24.809873463363374,22,-5,1
0,7,0.0,80.0,3,7,15.068470977280908,24.808001811747,23,-7,1
0,8,0.0,87.0,1,9,44.532734191049826,18.946610843224978,24,-8,1
0,8,0.0,94.0,2,9,22.380476870757995,19.344545573931967,25,-8,1
1,7,0.0,101.0,3,9,11.385608658206559,19.40435021886392,26,-6,1
0,8,0.0,109.0,2,9,18.80784806838259,19.344873850959136,27,-8,1
0,8,0.0,117.0,1,10,44.83705729449168,17.02959211441932,28,-8,1
0,8,0.0,125.0,2,9,22.245326802271883,19.29745562809624,29,-8,1
0,9,0.0,134.0,2,9,23.121004930271656,19.294547627088953,30,-9,1
1,7,0.0,95.0,2,9,22.284161995693694,16.524779340064235,31,-6,1
0,5,0.0,58.0,2,9,21.940723233471044,17.045977095340017,32,-5,1
0,4,0.0,22.0,2,10,21.69433215753981,15.795261068920798,33,-4,1
1,1,1.0,8.0,2,10,22.032649356207774,14.457688194774022,34,0,1
1,0,2.0,0.0,2,10,22.033942653543857,15.384334358613467,35,1,0
1,0,3.0,0.0,2,10,21.180065988554563,17.31380581466683,1,1,0
1,0,4.0,0.0,2,10,21.024997685082575,16.51123147626652,1,1,0
1,2,5.0,0.0,2,10,20.905317836469038,17.462951081007013,1,-1,0
2,0,7.0,0.0,2,10,20.839005055530272,16.751376046914295,1,2,0
2,0,9.0,0.0,2,8,20.837324610566455,22.29010346747326,1,2,0
3,1,11.0,0.0,3,7,13.890403207240047,25.329679428935314,1,2,0
2,0,13.0,0.0,3,7,14.043784404556632,26.091880753407015,1,2,0
2,0,15.0,0.0,3,6,14.277886523921048,31.027315023184627,1,2,0
2,0,17.0,0.0,3,5,14.292825064567117,36.42733544561419,1,2,0
2,1,19.0,0.0,3,5,13.99668713883671,34.548337491722215,1,1,0
3,0,22.0,0.0,3,4,13.896780808795016,44.584621262046475,1,3,0
3,0,25.0,0.0,3,4,13.89573811243593,45.595892718826846,1,3,0
3,1,28.0,0.0,3,4,13.890344295346727,43.27114347508872,1,2,0
3,0,31.0,0.0,3,4,13.890259525952473,45.11056860464643,1,3,0
3,0,34.0,0.0,3,3,13.890079028746905,61.73872221165575,1,3,0
3,0,37.0,0.0,3,3,13.89,63.52392459863106,1,3,0
4,0,40.0,0.0,4,2,10.4175,96.5720928038059,1,4,0
3,0,43.0,0.0,4,2,10.497994800856283,97.87764714861365,1,3,0
3,0,46.0,0.0,4,2,10.461911522092981,98.81093979275862,1,3,0
4,0,50.0,0.0,4,1,10.421352129499358,201.4320250954317,1,4,0
5,0,54.0,0.0,5,1,5.556463115562164,200.96719083248882,1,5,0
4,0,58.0,0.0,5,1,6.059776757704823,200.87855721757057,1,4,0
4,1,62.0,0.0,5,1,6.469613300328376,187.52999999999997,1,3,0
4,0,66.0,0.0,5,1,6.7482669701917875,189.66753969497046,1,4,0
4,0,70.0,0.0,5,1,6.966078659587245,191.09879366708452,1,4,0
5,1,74.0,0.0,6,2,4.879325257945689,95.0722158294206,1,4,0
4,1,78.0,0.0,6,3,4.7874480412103315,59.46529464778646,1,3,0
5,0,83.0,0.0,6,3,4.907049439866413,60.360229142637,1,5,0
3,0,55.0,0.0,4,5,8.179159484895646,31.300610682778633,1,3,0
2,1,31.0,0.0,4,6,8.390644576818111,26.533466106426545,1,1,0
1,1,12.0,1.0,4,6,8.202569386415052,27.251219652742112,1,0,0
0,1,0.0,2.0,5,5,4.275100005731017,34.290366650842216,1,-1,1
0,2,0.0,4.0,4,6,9.008741316426528,27.613062603041925,2,-2,1
1,2,0.0,6.0,7,4,5.384086248176933,44.313293501782184,3,-1,1
0,2,0.0,8.0,4,5,9.90424480574993,34.31855217126887,4,-2,1
0,3,0.0,11.0,5,4,8.817900303710456,43.60658074125199,5,-3,1
2,3,0.0,14.0,4,5,7.584811640710843,34.043363840811466,6,-1,1
0,4,0.0,18.0,4,4,8.2658193980532,43.42074091442073,7,-4,1
0,4,0.0,22.0,3,5,11.989828890115733,34.09667169985128,8,-4,1
1,5,0.0,26.0,4,5,9.177872530831076,34.72824170961034,9,-4,1
1,4,0.0,30.0,5,5,7.204716881097056,34.8209495692069,10,-3,1
0,5,0.0,34.0,2,8,16.830197763300966,21.06032046907255,11,-5,1
1,4,0.0,38.0,5,6,6.410887997844256,29.378103930187773,12,-3,1
0,4,0.0,42.0,5,6,7.975200674388498,29.408535119456626,13,-4,1
0,5,0.0,46.0,2,8,19.291999299332964,21.37383065827899,14,-5,1
0,4,0.0,50.0,2,8,22.1025400670222,21.352870470852935,15,-4,1
0,6,0.0,55.0,3,8,15.65263789238253,21.820214217481222,16,-6,1
0,6,0.0,61.0,2,9,26.836337786063396,18.862904142613658,17,-6,1
0,6,0.0,67.0,1,9,53.3489417731745,18.99583759432009,18,-6,1
0,7,0.0,74.0,1,8,53.407774663674644,21.751735143022053,19,-7,1
0,7,0.0,81.0,1,8,54.573205266176174,21.712525166373986,20,-7,1
1,8,0.0,89.0,1,8,41.67,21.707181966640988,21,-7,1
1,8,0.0,97.0,2,8,15.083768364773132,21.705680490624765,22,-7,1
0,8,0.0,105.0,2,8,16.626635662592015,21.705432307926998,23,-8,1
0,9,0.0,113.0,2,9,18.499755905566275,19.29335085692568,24,-9,1
0,8,0.0,121.0,2,9,20.81495709144278,19.299208150970813,25,-8,1
0,9,0.0,129.0,1,11,49.27228581463453,15.436387702460355,26,-9,1
0,9,0.0,138.0,1,11,53.41604729497806,15.375240537930335,27,-9,1
0,10,0.0,148.0,1,11,53.46129725201099,15.507160298169088,28,-10,1
0,10,0.0,158.0,2,10,26.563923814145603,17.36403850672615,29,-10,1
0,10,0.0,168.0,1,10,55.53470571131705,17.36400485257642,30,-10,1
1,8,0.0,119.0,1,10,41.67,14.970707861285854,31,-7,1
0,6,0.0,70.0,1,10,43.55024713136256,15.43736202234457,32,-6,1
